,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated
505,6830,KILT Protocol,KILT,kiltprotocol,8,2021-11-25T00:52:03.000Z,"['lpos', 'identity', 'substrate', 'polkadot', 'polkadot-ecosystem', 'web3', 'vbc-ventures-portfolio']",290560000.0,49420140.0,151251450.0,,506,7.430205968713417e+22,9.009330201639188e+22,2022-04-21T16:00:00.000Z,1.2125276526081559,646153.66192,7.0547,-0.44210673,-0.93394837,-4.61596103,2.65380235,-16.29774885,-50.29023992,59923286.345766425,0.0,352312034.74,2022-04-21T16:00:00.000Z
506,12387,Ribbon Finance,RBN,ribbon-finance,54,2021-10-07T12:24:29.000Z,"['derivatives', 'coinbase-ventures-portfolio']",1000000000.0,55886413.38986602,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6123b0049f904d730db3c36a31167d9d4121fa6b'}",507,40235115.55,43097305.20040531,2022-04-21T16:00:00.000Z,1.0711366081911329,1273312.61869172,-43.6021,-0.53399498,0.29808879,7.77074343,-26.27119485,-30.21774961,-57.98644519,59861983.2823886,0.0,1071136608.19,2022-04-21T16:00:00.000Z
507,11451,Shiden Network,SDN,shiden-network,22,2021-08-27T21:35:21.000Z,"['interoperability', 'smart-contracts', 'polkadot-ecosystem']",70000000.0,51824939.78685521,71394391.64402872,,508,56374644.0,65084284.72100253,2022-04-21T16:00:00.000Z,1.1544957112456893,4994329.52003244,-12.1235,-1.73187884,2.19939829,-11.55666511,46.78459606,37.54500025,1.89557397,59831670.71949043,0.0,80814699.79,2022-04-21T16:00:00.000Z
508,11232,Highstreet,HIGH,highstreet,39,2021-08-12T00:00:00.000Z,"['vr-ar', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'bullperks-launchpad', 'animoca-brands-portfolio', 'skyvision-capital-portfolio']",100000000.0,12302500.0,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x71Ab77b7dbB4fa7e017BC15090b2163221420282'}",509,,,2022-04-21T16:00:00.000Z,4.845879557870301,23123191.26459553,16.4076,-0.82200436,3.11622738,4.20670852,-17.76694638,18.67492766,-24.50528237,59616433.26069938,0.0031,484587955.79,2022-04-21T16:00:00.000Z
509,11562,Kava Swap,SWP,kava-swap,4,2021-09-01T22:04:14.000Z,[],250000000.0,33854166.0,250000000.0,,510,33854166.0,59553008.92260553,2022-04-21T16:00:00.000Z,1.7591042982008633,555969.77767013,-18.1421,-0.28211775,0.27227302,2.47711644,-3.93477367,6.15491369,9.20650888,59553008.92260553,0.0,439776074.55,2022-04-21T16:00:00.000Z
510,10974,Tranchess,CHESS,tranchess,47,2021-07-20T00:00:00.000Z,"['mvb', 'bnb-chain']",300000000.0,73786981.27006754,300000000.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6'}",511,,,2022-04-21T16:00:00.000Z,0.8038749404458441,21692931.57990551,7.1017,-2.6858586,2.97933908,4.02190397,-6.20506725,-6.44794732,-35.96938814,59315505.174154155,0.0,241162482.13,2022-04-21T16:00:00.000Z
511,2492,Elastos,ELA,elastos,24,2018-01-31T00:00:00.000Z,"['mineable', 'platform', 'distributed-computing', 'filesharing', 'state-channel', 'web3']",28220000.0,20346868.21274847,24940211.89010385,,512,21128058.118551474,61590919.859287925,2022-04-21T16:00:00.000Z,2.915124500022464,970870.24621733,-79.1766,-0.82482927,2.30763386,-2.94568465,-13.25513213,-26.09180315,-47.76133686,59313654.02571135,0.0,82264813.39,2022-04-21T16:00:00.000Z
512,7228,DerivaDAO,DDX,derivadao,17,2020-09-29T00:00:00.000Z,"['decentralized-exchange', 'defi', 'derivatives']",100000000.0,26094663.78333334,50297306.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3a880652f47bfaa771908c07dd8673a787daed3a'}",513,,,2022-04-21T16:00:00.000Z,2.261882186581184,842535.85367658,-13.8793,-0.10389569,-0.74330299,0.24634199,3.59466617,0.6682847,-21.17655151,59023055.17634684,0.0,226188218.66,2022-04-21T16:00:00.000Z
513,10334,BabySwap,BABY,babyswap,35,2021-06-08T00:00:00.000Z,"['collectibles-nfts', 'decentralized-exchange', 'defi', 'gaming', 'yield-farming', 'amm', 'mvb', 'bnb-chain']",1000000000.0,197363420.0,1000000000.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x53E562b9B7E5E94b81f10e96Ee70Ad06df3D2657'}",514,,,2022-04-21T16:00:00.000Z,0.29845228790200407,1577958.93406532,-19.6408,0.61788549,4.1644842,5.3902301,23.88458003,17.93242958,-34.88177976,58903564.247164145,0.0,298452287.9,2022-04-21T16:00:00.000Z
514,2134,Grid+,GRID,grid,3,2017-11-01T00:00:00.000Z,['energy'],,39236491.0,300000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x12b19d3e2ccc14da04fae33e63652ce469b3f2fd'}",515,,,2022-04-21T16:00:00.000Z,1.5004373727559916,252.11987426,1.0479,-0.01046678,1.03638831,21.47599763,7.91959062,12.94498639,-10.49233158,58871897.47220411,0.0,450131211.83,2022-04-21T16:00:00.000Z
515,2143,Streamr,DATA,streamr,50,2017-11-03T00:00:00.000Z,"['platform', 'ai-big-data', 'distributed-computing', 'filesharing', 'iot', 'fabric-ventures-portfolio', 'web3']",,767121867.272933,861800041.8100061,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8f693ca8d21b157107184d29d398a8d082b38b76'}",516,,,2022-04-21T16:00:00.000Z,0.07662477031898549,9599457.21382356,-26.4758,-0.22029281,0.92418436,6.76500927,-1.23919054,0.54164026,-9.70968287,58780536.88645976,0.003,66035230.26,2022-04-21T16:00:00.000Z
516,8258,CUDOS,CUDOS,cudos,16,2021-01-13T00:00:00.000Z,"['algorand-ecosystem', 'exnetwork-capital-portfolio']",10000000000.0,2843368032.5139084,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x817bbDbC3e8A1204f3691d14bB44992841e3dB35'}",517,,,2022-04-21T16:00:00.000Z,0.020654048213903625,2056649.10644187,41.9462,-0.42458726,-2.72969913,2.23284864,-3.34045373,-13.21559274,-33.68281102,58727060.433414556,0.0,206540482.14,2022-04-21T16:00:00.000Z
517,1993,Kin,KIN,kin,37,2017-09-27T00:00:00.000Z,"['media', 'content-creation', 'smart-contracts', 'polychain-capital-portfolio', 'solana-ecosystem', 'galaxy-digital-portfolio', 'pantera-capital-portfolio', 'web3']",10000000000000.0,1737204746104.6094,10000000000000.0,,518,1847204746104.6094,62260096.48073394,2022-04-21T16:00:00.000Z,3.370503275937776e-05,915148.19285441,-22.0219,-0.36454908,-1.01259941,-5.06061169,-16.31217498,-24.89103726,-24.38550366,58552542.877202384,0.003,337050327.59,2022-04-21T16:00:00.000Z
518,10641,RichQUACK.com,QUACK,richquack-com,14,2021-06-25T00:00:00.000Z,['bnb-chain'],1e+17,4.40859612741523e+16,4.6775855335611e+16,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xD74b782E05AA25c50e7330Af541d46E18f36661C'}",519,,,2022-04-21T16:00:00.000Z,1.327787427749807e-09,870394.88228572,20.5414,-0.17877409,-2.2552957,1.45537789,6.70952045,-21.70499267,-32.41887404,58536785.12008429,0.0,132778742.77,2022-04-21T16:00:00.000Z
519,13632,Genopets,GENE,genopets,18,2021-11-18T07:46:00.000Z,"['animoca-brands-portfolio', 'move-to-earn']",100000000.0,3667754.50436151,100000000.0,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'GENEtH5amGSi8kHAtQoezp1XEXwZJ8vcuePYnXdKrMYz'}",520,3500000.0,55757787.5815799,2022-04-21T16:00:00.000Z,15.93079645187997,7332765.78492827,3.9361,0.16272346,6.23845655,27.64544073,40.17425782,149.03846855,82.11126612,58430250.44444912,0.0,1593079645.19,2022-04-21T16:00:00.000Z
520,213,MonaCoin,MONA,monacoin,22,2014-03-20T00:00:00.000Z,"['mineable', 'pow', 'lyra2rev2', 'medium-of-exchange', 'memes', 'payments']",105120000.0,65729674.871168,65729674.871168,,521,,,2022-04-21T16:00:00.000Z,0.8883256242213419,137054.0828538,-35.7462,-0.68057131,0.2287549,-2.21606016,-5.72217812,-11.16698401,-16.57738982,58389354.45979617,0.0,93380789.62,2022-04-21T16:00:00.000Z
521,13472,XDEFI Wallet,XDEFI,xdefi-wallet,15,2021-11-18T14:28:22.000Z,"['wallet', 'animoca-brands-portfolio']",240000000.0,55554791.11126413,240000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x72b886d09c117654ab7da13a14d603001de0b777'}",522,40251026.0,42027082.61738078,2022-04-21T16:00:00.000Z,1.0441245054816934,3846764.61336852,4.6289,0.24134356,-3.1765344,-0.00363418,1.01536798,28.89237898,59.30524234,58006118.79618744,0.0,250589881.32,2022-04-21T16:00:00.000Z
522,7959,Venus BUSD,vBUSD,venus-busd,1,2020-12-12T00:00:00.000Z,['bnb-chain'],,2694770470.0,2694770470.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x95c78222B3D6e262426483D42CfA53685A67Ab9D'}",523,,,2022-04-21T16:00:00.000Z,0.02149175130839597,0.0,0.0,-0.23091851,-0.20895021,0.02482555,0.17785872,0.35925023,0.74119147,57915336.77444932,0.0,57915336.77,2022-04-21T16:00:00.000Z
523,15585,GuildFi,GF,guildfi,24,2021-12-05T00:18:20.000Z,"['gaming', 'coinbase-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'gaming-guild', 'skyvision-capital-portfolio']",1000000000.0,42185071.6265935,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xaaef88cea01475125522e117bfe45cf32044e238'}",524,43280013.34860802,59266630.95884308,2022-04-21T16:00:00.000Z,1.3693764482341415,4842068.50816276,49.1058,-0.61933286,4.34268336,0.02849055,-22.132412,-30.3552269,-18.12081055,57767243.552527465,0.0,1369376448.23,2022-04-21T16:00:00.000Z
524,3481,Peony,PNY,peony,5,2018-10-22T00:00:00.000Z,"['mineable', 'masternodes']",1200000000.0,203340367.96308407,203340367.96308407,,525,,,2022-04-21T16:00:00.000Z,0.28374089550508924,193818.80364618,-37.5641,-2.44301341,-1.16620417,0.57798636,-22.84112871,6.15145031,8.93289242,57695978.09817983,0.003,340489074.61,2022-04-21T16:00:00.000Z
525,8509,XMON,XMON,xmon,11,2021-02-18T00:00:00.000Z,['collectibles-nfts'],10000.0,1494.91777,10000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3aaDA3e213aBf8529606924d8D1c55CbDc70Bf74'}",526,,,2022-04-21T16:00:00.000Z,38504.52495042408,4302821.37588212,-14.6134,-0.5668765,0.51335429,17.60687857,38.35789024,33.54960957,-23.63809145,57561098.57379732,0.0,385045249.5,2022-04-21T16:00:00.000Z
526,10744,DeRace,DERC,derace,24,2021-07-02T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio', 'bnb-chain']",,49020000.0,120000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9fa69536d1cda4a04cfb50688294de75b505a9ae'}",527,23220000.0,27174502.673337724,2022-04-21T16:00:00.000Z,1.1703058860179898,996440.50203203,-17.7571,1.164994,0.93005511,-3.43656649,-9.6678075,-30.6189678,-40.53947538,57368394.53260186,0.0,140436706.32,2022-04-21T16:00:00.000Z
527,4275,Cocos-BCX,COCOS,cocos-bcx,32,2019-08-21T00:00:00.000Z,"['media', 'collectibles-nfts', 'gaming']",100000000.0,42015868.0,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc4c7ea4fab34bd9fb9a5e1b1a98df76e26e6407c'}",528,66740637.0,90493580.49553986,2022-04-21T16:00:00.000Z,1.355899262626754,10445119.72723786,-40.4189,-0.28479121,0.52829293,-4.61229442,6.95617065,4.88784751,-8.94789635,56969284.43982303,0.0029,135589926.26,2022-04-21T16:00:00.000Z
528,11461,Marinade Staked SOL,MSOL,marinade,17,2021-08-29T14:09:19.000Z,['solana-ecosystem'],488630611.0,498000.0,498000.0,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So'}",529,498000.0,56163606.550863944,2022-04-21T16:00:00.000Z,112.77832640735731,2971778.43995238,-19.3279,-0.73407278,3.54223688,6.15467563,17.13539546,21.79564911,-9.9852495,56163606.550863944,0.0,55106942539.98,2022-04-21T16:00:00.000Z
529,1768,Ambire AdEx,ADX,adx-net,29,2017-07-01T00:00:00.000Z,"['marketing', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'bnb-chain']",150000000.0,142557523.66,150000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xade00c28244d5ce17d72e40330b1c318cd12b7c3'}",530,,,2022-04-21T16:00:00.000Z,0.3931070917580619,3228120.36472462,13.4148,-0.6439698,2.00372153,2.80918012,-4.23933169,-2.07722409,-8.6994764,56040373.5342137,0.0029,58966063.76,2022-04-21T16:00:00.000Z
530,5877,Rarible,RARI,rarible,59,2020-07-20T00:00:00.000Z,"['collectibles-nfts', 'dao', 'coinbase-ventures-portfolio', 'governance', 'coinfund-portfolio']",,7154320.6938315,25000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfca59cd816ab1ead66534d82bc21e7515ce441cf'}",531,,,2022-04-21T16:00:00.000Z,7.780123988087934,1319902.12325462,-34.0563,0.12299852,-0.81109137,-0.69621264,11.14408319,4.42373108,-30.26104708,55661502.048552364,0.0,194503099.7,2022-04-21T16:00:00.000Z
531,8049,Tornado Cash,TORN,torn,50,2020-12-18T00:00:00.000Z,[],10000000.0,1099794.70871702,10000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x77777feddddffc19ff86db637967013e6c6a116c'}",532,,,2022-04-21T16:00:00.000Z,50.47800166813284,15219279.72466228,-5.7674,-0.09668092,6.53873088,19.6354255,10.4028049,40.6551281,88.05798389,55515439.141221404,0.0,504780016.68,2022-04-21T16:00:00.000Z
532,258,Groestlcoin,GRS,groestlcoin,29,2014-04-11T00:00:00.000Z,"['mineable', 'pow', 'groestl', 'medium-of-exchange']",105000000.0,79888213.88736624,79888213.88736624,,533,,,2022-04-21T16:00:00.000Z,0.6931753090549081,26054944.66883859,972.1708,-0.18876924,5.09634514,6.53742803,11.65353541,22.75288681,19.67639175,55376537.35121969,0.0028,72783407.45,2022-04-21T16:00:00.000Z
533,1312,Steem Dollars,SBD,steem-dollars,5,2016-07-18T00:00:00.000Z,"['media', 'content-creation', 'stablecoin']",,11068038.257,11068038.257,,534,,,2022-04-21T16:00:00.000Z,4.957310283167037,183606977.4961044,5342.7808,-3.66724061,12.14233414,12.64948502,15.24372553,14.432576,14.0615179,54867699.865912266,0.0028,54867699.87,2022-04-21T16:00:00.000Z
534,5622,Darma Cash,DMCH,darma-cash,2,2020-05-28T00:00:00.000Z,[],460000000.0,217216812.0,217216812.0,,535,,,2022-04-21T16:00:00.000Z,0.25251763625337836,0.0,0.0,-0.00737099,-0.00236879,-4.37907106,-2.48317123,-5.8067962,-15.0095138,54851075.92073447,0.0,116158112.68,2022-04-21T16:00:00.000Z
535,2441,Molecular Future,MOF,molecular-future,11,2018-01-20T00:00:00.000Z,[],,50000000000.0,50000000000.0,"{'id': 1958, 'name': 'Tron20', 'symbol': 'TRX', 'slug': 'tron', 'token_address': 'TTn3SwRfohHJrE4dEB5NsUL2nGxTYGC8aW'}",536,,,2022-04-21T16:00:00.000Z,0.0010926760999135175,5704483.14512828,-5.2992,1.06544844,5.64230022,-5.89630422,-25.08579743,9.20698049,-58.71712101,54633804.99567587,0.0028,54633805.0,2022-04-21T16:00:00.000Z
536,3914,GlitzKoin,GTN,glitzkoin,19,2019-05-07T00:00:00.000Z,[],,247499427.9095996,998999327.9095997,,537,,,2022-04-21T16:00:00.000Z,0.21932830592662,1394290.34257574,-9.5736,-0.00849653,-0.04816169,1.73155815,-10.31509986,-71.6205846,-77.7343975,54283630.241220094,0.0,219108830.21,2022-04-21T16:00:00.000Z
537,8525,Rai Reflex Index,RAI,rai,30,2021-02-19T00:00:00.000Z,['defi'],,17865055.16552864,17865055.16552864,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x03ab458634910aad20ef5f1c8ee96f1d6ac54919'}",538,,,2022-04-21T16:00:00.000Z,3.011932491421387,1055542.33797799,110.7929,-0.09141952,-0.09399815,-0.41126912,0.14104488,1.18735065,-0.61137979,53808340.114091195,0.0,53808340.11,2022-04-21T16:00:00.000Z
538,6069,Assemble Protocol,ASM,assemble-protocol,16,2020-08-03T00:00:00.000Z,[],1500000000.0,1099954761.0,1440625000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2565ae0385659badcada1031db704442e1b69982'}",539,,,2022-04-21T16:00:00.000Z,0.04885285237315375,1516773.23921359,30.3071,0.277338,0.74633269,-6.36909464,-9.3543059,0.35237641,-19.51819367,53735927.55628062,0.0,73279278.56,2022-04-21T16:00:00.000Z
539,5947,TokenPocket,TPT,tokenpocket,16,2020-07-29T00:00:00.000Z,['bnb-chain'],5900000000.0,3466457400.0,3466457400.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4161725d019690a3e0de50f6be67b07a86a9fae1'}",540,,,2022-04-21T16:00:00.000Z,0.015460515052153609,585809.81387046,33.9532,-1.71807837,2.36205199,1.63476756,-0.53677358,-3.25817265,-19.99206236,53593216.81034926,0.0,91217038.81,2022-04-21T16:00:00.000Z
540,7824,Vai,VAI,vai,33,2020-12-01T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'bnb-chain', 'usd-stablecoin']",0.0,57498554.0,57498554.0,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x4bd17003473389a42daf6a0a729f6fdb328bbbd7'}",541,,,2022-04-21T16:00:00.000Z,0.929943197184105,35894.93465241,-38.0259,-0.15192957,0.2081418,0.30701334,2.96418354,0.70326662,0.30500585,53470389.14022291,0.0,53470389.14,2022-04-21T16:00:00.000Z
541,2630,PolySwarm,NCT,polyswarm,24,2018-04-10T00:00:00.000Z,"['cybersecurity', 'smart-contracts', 'dapp']",1885913075.0,1546457129.5096478,1885913075.8515422,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9e46a38f5daabe8683e10793b06749eef7d733d1'}",542,,,2022-04-21T16:00:00.000Z,0.03434676369601816,1026487.42210326,16.9497,0.10419951,0.60857278,-5.67725005,-13.40567739,-9.37858938,-37.79418055,53115797.59329043,0.0027,64775010.74,2022-04-21T16:00:00.000Z
542,4003,Zenon,ZNN,zenon,6,2019-06-12T00:00:00.000Z,['mineable'],,6330750.41846925,7102886.41835725,,543,,,2022-04-21T16:00:00.000Z,8.355951616936139,185009.79566854,-22.9812,1.97210601,6.86015625,37.23931785,58.69116302,8.26260569,-22.58370762,52899444.195627265,0.0,59351375.25,2022-04-21T16:00:00.000Z
543,2505,Bluzelle,BLZ,bluzelle,50,2018-02-06T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'distributed-computing', 'filesharing', 'smart-contracts', 'storage', 'polkadot-ecosystem', 'kenetic-capital-portfolio']",,322574566.9388691,500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5732046a883704404f284ce41ffadd5b007fd668'}",544,,,2022-04-21T16:00:00.000Z,0.16374848583023213,3439121.8372215,-24.6617,-0.31573296,1.51324459,3.49231649,3.31999441,-6.53795587,6.82731413,52821096.90358268,0.0027,81874242.92,2022-04-21T16:00:00.000Z
544,7509,BoringDAO,BOR,boringdao,5,2020-10-26T00:00:00.000Z,"['defi', 'polygon-ecosystem']",200000.0,143641.91672746,200000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3c9d6c1c73b31c837832c72e04d3152f051fc1a9'}",545,55954.0,20527497.9319451,2022-04-21T16:00:00.000Z,366.8638154903153,8244.04720275,95.4797,-0.91599146,2.21075658,5.07077033,-34.20312954,15.74793405,-2.47863659,52697021.634978116,0.0,73372763.1,2022-04-21T16:00:00.000Z
545,5821,Aleph.im,ALEPH,aleph-im,27,2020-07-08T00:00:00.000Z,"['mineable', 'cosmos-ecosystem', 'distributed-computing', 'filesharing', 'storage', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'bnb-chain']",500000000.0,199383073.3286802,500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x27702a26126e0b3702af63ee09ac4d1a084ef628'}",546,45968548.0,12041247.059725786,2022-04-21T16:00:00.000Z,0.2619453427096672,722045.55164852,-11.5241,-0.10313417,0.23250072,-0.62188505,-10.80343423,-37.20491991,-62.30345519,52227467.47358783,0.0027,130972671.35,2022-04-21T16:00:00.000Z
546,2933,BitMart Token,BMX,bitmart-token,3,2018-07-13T00:00:00.000Z,['marketplace'],,173717945.18118548,640881615.9639114,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x986EE2B944c42D017F52Af21c4c69B84DBeA35d8'}",547,,,2022-04-21T16:00:00.000Z,0.3003463377783569,2432954.06077186,-4.0086,-1.26489886,-1.45819503,3.33483273,-2.35812637,-2.20862786,-20.83968058,52175548.64155042,0.0,192486446.3,2022-04-21T16:00:00.000Z
547,11212,Star Atlas,ATLAS,star-atlas,28,2021-08-11T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'solana-ecosystem', 'metaverse', 'petrock-capital-portfolio', 'play-to-earn']",36000000000.0,2160000000.0,36000000000.0,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx'}",548,,,2022-04-21T16:00:00.000Z,0.024103981962209194,3762624.98146946,-28.2484,0.48326717,-0.19980284,-4.13152297,-10.38319198,-37.38313847,-57.9821205,52064601.03837186,0.0,867743350.64,2022-04-21T16:00:00.000Z
548,1785,Gas,GAS,gas,49,2017-07-06T00:00:00.000Z,"['medium-of-exchange', 'payments', 'smart-contracts']",100000000.0,10128375.105773,17190378.0,"{'id': 1376, 'name': 'Neo', 'symbol': 'NEO', 'slug': 'neo', 'token_address': '602c79718b16e442de58778e148d0b1084e3b2dffd5de6b7b16cee7969282de7'}",549,,,2022-04-21T16:00:00.000Z,5.118930204272279,19183229.15893498,7.7531,-0.2315797,3.57807024,6.9065696,6.32036719,4.13861573,8.81110397,51846445.249140844,0.0027,511893020.43,2022-04-21T16:00:00.000Z
549,4953,FirmaChain,"FCT,FCT2",firmachain,6,2019-12-06T00:00:00.000Z,['cosmos-ecosystem'],,336216862.0,600000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe1bad922f84b198a08292fb600319300ae32471b'}",550,382739507.0,58761673.0155264,2022-04-21T16:00:00.000Z,0.153529154792809,10327774.74483207,-11.3417,0.02267169,-0.19398109,5.24866868,54.85104025,56.90687644,38.62967758,51619090.6499505,0.0,92117492.88,2022-04-21T16:00:00.000Z
550,10049,Manchester City Fan Token,CITY,manchester-city-fan-token,13,2021-05-25T00:00:00.000Z,"['sports', 'fan-token']",20000000.0,3508140.0,20000000.0,,551,,,2022-04-21T16:00:00.000Z,14.688884053452346,7011729.77512391,-18.2481,-0.80083744,0.66635948,-3.58454495,10.4221396,54.02722461,45.96907434,51530661.70327832,0.0,293777681.07,2022-04-21T16:00:00.000Z
551,7440,BarnBridge,BOND,barnbridge,47,2020-10-19T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'governance', 'parafi-capital']",,6558360.06936044,10000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0391D2021f89DC339F60Fff84546EA23E337750f'}",552,,,2022-04-21T16:00:00.000Z,7.829328317217371,49295655.86254862,-15.5922,-0.85280898,0.62492129,-0.85928129,-3.06705826,-11.78874694,-36.10900646,51347554.20555137,0.0026,78293283.17,2022-04-21T16:00:00.000Z
552,7576,Kava Lend,HARD,hard-protocol,22,2020-11-02T00:00:00.000Z,"['cosmos-ecosystem', 'defi', 'binance-launchpool', 'lending-borowing']",200000000.0,118750000.0,200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1C700F95Df53fc31e83D89AC89e5DD778D4cD310'}",553,,,2022-04-21T16:00:00.000Z,0.43167147318684956,7421919.34706653,-4.6848,0.00711062,2.19725305,1.00823428,-2.5834371,-17.8476218,-33.92527185,51260987.44093838,0.0026,86334294.64,2022-04-21T16:00:00.000Z
553,6536,MANTRA DAO,OM,mantra-dao,45,2020-08-11T00:00:00.000Z,"['defi', 'dao', 'substrate', 'polkadot-ecosystem', 'kenetic-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'bnb-chain']",888888888.0,458269391.9689599,888888888.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3593d125a4f7849a1b059e64f4517a86dd60c95d'}",554,109180888.0,12114884.897808857,2022-04-21T16:00:00.000Z,0.11096158970431581,49686225.86582881,754.8438,4.54315231,23.48670507,26.47762553,35.7414782,30.92908995,6.3902003,50850300.245706014,0.0,98632524.08,2022-04-21T16:00:00.000Z
554,5614,Zelwin,ZLW,zelwin,7,2020-05-21T00:00:00.000Z,"['marketplace', 'bnb-chain']",300000000.0,72331834.1691,300000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5319e86F0e41a06E49eb37046b8c11D78bcAd68C'}",555,,,2022-04-21T16:00:00.000Z,0.7020873334862908,188980.57373952,4.1283,-0.82212237,-0.75268576,-5.66601944,-37.55637815,-40.97234391,-54.69944974,50783264.577956,0.0,210626200.05,2022-04-21T16:00:00.000Z
